,PIB_HAB_euros,Exportations - Valeur,Importations - Valeur,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),ratio_prot_ani_prot_total,percentage_pop
0,12248.970201514221,8019.8444444444485,15792.31111111111,3209.4,96.35422222222222,48.112203850529426,2.2980362008313677
1,1729.8554893580967,334.59523809524035,2715.3571428571486,2490.0476190476193,63.6647619047619,24.24915905143782,12.602088582001944
2,40673.184399165,550108.0,393574.00000000006,3362.5,106.42500000000001,64.30878950540121,1.1199637877302315
3,48280.84946607263,34203.42105263158,27179.052631578947,3426.7894736842104,107.66526315789474,60.439720128217445,5.112642800236083
4,6217.320161947242,8580.034482758621,5836.448275862069,2682.1724137931033,72.09517241379311,46.84140999410464,2.389071907358545
